domain,dnsblock_threat_count,ip_bad_count_total,ip_bad_count_bad,facebook_comments_total_count,facebook_comments_negative_comment_count,popularity_rank,average_review_score,anonymous_whois,whois_registration_duration,whois_valid_email,ssl_valid,blacklisted,is_legit
tkeycoin.com,2,2937,401,131,106,37,1.433243421,TRUE,1434805,TRUE,TRUE,FALSE,TRUE
elitetrader.io,8,711,169,307,299,39,0.112521533,FALSE,347514,FALSE,FALSE,FALSE,TRUE
gemini.com,1,789,89,54,45,63,0.946041597,FALSE,159485,TRUE,TRUE,FALSE,TRUE
bitvenus.com,4,977,85,44,26,20,2.967386348,FALSE,4223245,TRUE,TRUE,FALSE,FALSE
bitblender.me,30,1953,305,323,305,9,0.550136709,TRUE,2253682,FALSE,FALSE,TRUE,FALSE
bybit.com,29,4189,498,178,166,32,1.057204591,TRUE,1194785,TRUE,FALSE,TRUE,TRUE
elitetrader.io,19,120,61,241,141,72,0.787963848,TRUE,46783,FALSE,FALSE,TRUE,TRUE
tkeycoin.com,20,1822,203,38,48,36,1.263734902,TRUE,519876,FALSE,FALSE,TRUE,FALSE
latoken.com,14,96,10,134,159,9,0.163869321,FALSE,1468922,FALSE,FALSE,TRUE,FALSE
thena.fi,4,3253,158,31,25,74,3.91037855,FALSE,1905090,TRUE,TRUE,FALSE,TRUE
avenir-crypto.com,6,257,60,12,16,33,1.972458772,FALSE,1679279,FALSE,TRUE,FALSE,FALSE
getbitmoney.us,8,590,130,30,5,67,3.062963415,FALSE,288930,TRUE,TRUE,FALSE,TRUE
algo-revolution.com,11,1407,237,205,256,12,0.312589793,TRUE,2050688,FALSE,FALSE,TRUE,FALSE
omcmarkets.com,10,740,58,193,170,73,2.905884998,FALSE,1850084,FALSE,TRUE,TRUE,TRUE
avenir-crypto.com,27,2661,358,121,123,57,1.143088365,TRUE,503171,FALSE,FALSE,TRUE,TRUE
gmt-crypto.com,2,1427,166,147,157,13,0.822603969,TRUE,2849057,FALSE,FALSE,TRUE,FALSE
foxbtc.io,1,2578,481,14,12,4,0.800018195,FALSE,5189754,TRUE,TRUE,FALSE,FALSE
algo-revolution.com,31,2483,325,60,128,31,0.049718602,TRUE,89833,FALSE,FALSE,TRUE,TRUE
dibbs.co,6,512,59,155,118,81,0.915646751,FALSE,296583,TRUE,TRUE,TRUE,TRUE
app.uniswap.org,6,525,64,22,69,78,2.74762048,FALSE,1344120,TRUE,TRUE,FALSE,TRUE
getbitmoney.us,4,1793,417,69,87,21,0.130502252,FALSE,454576,FALSE,FALSE,FALSE,FALSE
coinbase.com,3,641,68,70,38,47,2.300652488,FALSE,809744,TRUE,TRUE,FALSE,TRUE
dibbs.co,14,2781,444,192,181,48,0.633541031,FALSE,619674,FALSE,FALSE,FALSE,TRUE
bank-of-crypto.com,16,1193,157,50,45,3,0.128443336,TRUE,1186713,FALSE,TRUE,FALSE,FALSE
bitget.com,1,437,152,76,82,4,0.94494003,TRUE,4560712,TRUE,FALSE,FALSE,FALSE
riacapital.pro,5,3394,453,84,63,3,2.379337414,TRUE,4195653,FALSE,FALSE,TRUE,FALSE
koalatoken.io,25,2344,652,78,91,11,1.406522418,TRUE,2412318,FALSE,FALSE,TRUE,FALSE
tkeycoin.com,5,1361,248,208,145,42,1.266534202,FALSE,1296498,FALSE,TRUE,TRUE,TRUE
kraken.com,6,990,129,200,185,35,1.157719166,FALSE,2160447,TRUE,TRUE,FALSE,TRUE
coinbase.com,14,4252,383,201,214,33,1.263276389,TRUE,1669575,TRUE,TRUE,TRUE,TRUE
yudi.io,6,858,154,33,27,36,3.308816675,TRUE,2399607,FALSE,TRUE,FALSE,FALSE
exchange.pointpay.io,15,1455,315,177,154,76,2.539702323,FALSE,1153964,TRUE,FALSE,FALSE,TRUE
dunemining.pro,7,912,222,73,77,11,1.291520167,TRUE,2257912,FALSE,TRUE,TRUE,FALSE
neofinance.io,9,2596,420,113,127,1,0.555354699,TRUE,4223858,FALSE,FALSE,TRUE,FALSE
trustedstations.com,25,3353,436,153,168,43,1.719391089,TRUE,1044167,TRUE,TRUE,FALSE,TRUE
ethereumwhite.online,0,1766,287,112,132,7,0.120126055,FALSE,2550314,FALSE,TRUE,FALSE,FALSE
camolcoin.net,7,1553,365,202,146,26,0.941006385,FALSE,1226997,FALSE,TRUE,TRUE,TRUE
okx.com,3,2064,413,121,104,53,0.451622637,FALSE,1877609,TRUE,TRUE,FALSE,TRUE
binance.com,13,2810,521,242,198,44,3.539159783,TRUE,3437528,TRUE,TRUE,TRUE,TRUE
koalatoken.io,4,3030,229,89,40,84,3.731114621,FALSE,1083671,TRUE,TRUE,FALSE,TRUE
bybit.com,2,328,19,24,16,47,3.365567633,FALSE,864130,TRUE,TRUE,FALSE,FALSE
coinbase.com,5,1506,200,17,36,14,0.693557192,TRUE,3405143,FALSE,TRUE,TRUE,FALSE
bank-of-crypto.com,1,1213,93,0,2,10,0.153651408,TRUE,2472608,TRUE,TRUE,FALSE,FALSE
coins.ph,13,925,135,91,79,57,1.230675934,TRUE,2566398,TRUE,TRUE,FALSE,TRUE
coins.ph,11,1049,159,146,109,66,0.568200201,FALSE,837685,TRUE,TRUE,FALSE,TRUE
bitblender.me,16,1726,91,75,99,33,1.635482667,TRUE,3442895,FALSE,TRUE,FALSE,FALSE
coins.ph,11,1801,340,136,172,5,0.207668901,TRUE,2197426,TRUE,FALSE,FALSE,FALSE
beta-venture.com,3,318,259,162,94,70,2.017531099,FALSE,1170653,TRUE,TRUE,FALSE,TRUE
exchange.pointpay.io,11,911,218,44,63,26,1.168893752,TRUE,1963911,TRUE,FALSE,TRUE,FALSE
smartweb.network,4,1638,298,125,189,10,0.811273875,TRUE,5280420,FALSE,TRUE,TRUE,FALSE
app.uniswap.org,3,625,48,196,157,46,1.699950701,FALSE,1289371,TRUE,TRUE,FALSE,TRUE
app.uniswap.org,3,701,242,39,32,32,1.106943,FALSE,3147407,TRUE,TRUE,TRUE,TRUE
camolcoin.net,6,58,2,170,114,73,1.743232608,FALSE,117048,FALSE,TRUE,FALSE,TRUE
bitstamp.net,10,492,166,138,85,45,2.155703785,FALSE,2335166,TRUE,TRUE,TRUE,TRUE
trustedstations.com,15,198,19,191,145,84,3.691406301,FALSE,521286,TRUE,TRUE,FALSE,TRUE
dunemining.pro,6,179,14,10,9,61,2.893619933,FALSE,1533051,TRUE,TRUE,FALSE,TRUE
neofinance.io,6,1378,174,73,52,83,0.902192687,FALSE,36692,FALSE,TRUE,FALSE,TRUE
riacapital.pro,29,1818,127,106,123,57,1.88498994,TRUE,1096081,TRUE,TRUE,TRUE,TRUE
algo-revolution.com,8,884,209,161,162,57,1.113294688,TRUE,1996551,TRUE,TRUE,FALSE,TRUE
elitetrader.io,28,603,124,145,110,80,3.470726437,TRUE,15568,TRUE,TRUE,TRUE,TRUE
zantepay.com,26,4041,387,137,202,3,1.160154874,TRUE,4588245,TRUE,FALSE,TRUE,FALSE
hashkey.com,22,434,49,241,230,85,3.613820341,FALSE,91137,TRUE,TRUE,FALSE,TRUE
riacapital.pro,3,900,102,54,103,18,0.273143656,FALSE,1859636,FALSE,TRUE,FALSE,FALSE
elitetrader.io,29,2569,441,65,64,69,1.864769409,FALSE,811593,TRUE,TRUE,FALSE,TRUE
exchange.pointpay.io,2,60,41,136,107,83,0.189349416,FALSE,486618,TRUE,FALSE,FALSE,TRUE
kucoin.com,11,4785,777,256,173,11,1.768405696,TRUE,3955211,TRUE,FALSE,TRUE,FALSE
gate.io,15,2485,419,12,6,23,2.350978763,TRUE,2475393,TRUE,TRUE,TRUE,TRUE
binance.com,1,342,82,59,45,41,0.578426317,FALSE,162796,FALSE,FALSE,FALSE,FALSE
coinbase.com,3,527,62,393,346,83,2.3373709,FALSE,570652,FALSE,TRUE,FALSE,TRUE
coinbase.com,5,438,81,17,86,2,0.613061415,TRUE,3666190,FALSE,TRUE,TRUE,FALSE
veio.io,10,3797,536,74,34,5,0.767747136,TRUE,4173992,TRUE,FALSE,TRUE,FALSE
biconomy.com,13,4019,479,33,34,62,1.919575278,TRUE,1104836,TRUE,TRUE,FALSE,TRUE
getbitmoney.us,10,409,18,152,172,82,1.651177417,FALSE,115026,TRUE,TRUE,FALSE,TRUE
riacapital.pro,1,1008,67,55,41,48,1.595942324,FALSE,1094634,TRUE,TRUE,FALSE,TRUE
binance.com,2,2287,137,60,79,20,1.525963443,TRUE,2177644,TRUE,TRUE,FALSE,FALSE
bitvenus.com,3,2374,231,96,58,68,2.541806983,TRUE,1084226,TRUE,TRUE,FALSE,TRUE
biconomy.com,10,463,103,64,34,74,2.181149674,FALSE,350428,TRUE,TRUE,FALSE,TRUE
thena.fi,5,729,47,106,96,74,2.600842623,FALSE,864100,TRUE,TRUE,FALSE,TRUE
raydium.io,3,673,69,34,20,65,0.992013771,FALSE,1400825,TRUE,TRUE,FALSE,TRUE
zantepay.com,26,844,151,87,118,8,1.645771949,TRUE,1169075,FALSE,FALSE,TRUE,FALSE
bitblender.me,2,1286,114,23,14,39,2.815002513,FALSE,2257514,TRUE,TRUE,FALSE,FALSE
zantepay.com,5,1089,309,30,51,1,0.368954567,TRUE,5407278,TRUE,FALSE,TRUE,FALSE
koalatoken.io,6,3062,351,64,40,61,2.074633635,FALSE,1697547,TRUE,TRUE,FALSE,TRUE
gmt-crypto.com,7,1120,143,28,23,21,3.907023638,TRUE,3017814,TRUE,TRUE,TRUE,FALSE
dibbs.co,14,739,33,46,28,15,0.529133984,FALSE,496355,FALSE,TRUE,FALSE,FALSE
kraken.com,9,783,81,112,80,84,3.301011535,FALSE,667207,TRUE,TRUE,FALSE,TRUE
raydium.io,46,3069,147,305,425,60,2.09936886,TRUE,377937,FALSE,FALSE,TRUE,TRUE
zantepay.com,3,2319,90,94,129,21,0.522468883,FALSE,1866028,FALSE,TRUE,FALSE,FALSE
riacapital.pro,16,1121,142,51,49,2,0.082298794,TRUE,2457754,FALSE,FALSE,TRUE,FALSE
span-coin.com,33,482,65,211,261,56,1.043379182,TRUE,294576,FALSE,FALSE,FALSE,TRUE
coinbase.com,4,983,92,155,222,55,1.789082131,FALSE,2284253,TRUE,TRUE,FALSE,TRUE
elitetrader.io,8,2768,235,51,72,50,0.126360798,FALSE,617559,FALSE,FALSE,FALSE,TRUE
latoken.com,10,4252,566,75,79,16,0.718076584,TRUE,3146893,TRUE,FALSE,FALSE,FALSE
neofinance.io,10,1212,77,78,48,85,2.501272548,FALSE,592136,TRUE,TRUE,FALSE,TRUE
coinbase.com,1,1209,241,71,41,12,0.613459343,FALSE,3869753,TRUE,TRUE,TRUE,FALSE
kraken.com,12,733,126,8,4,19,2.720492486,FALSE,2212453,TRUE,TRUE,FALSE,FALSE
zantepay.com,41,1997,150,151,109,10,0.673847777,TRUE,389729,FALSE,FALSE,TRUE,FALSE
hugedomains.com,8,2611,482,246,236,12,1.538382673,TRUE,3213194,TRUE,TRUE,FALSE,FALSE
jup.ag,5,860,110,57,63,35,0.555445632,TRUE,516750,TRUE,FALSE,FALSE,FALSE
span-coin.com,7,1722,159,59,37,84,2.910156108,FALSE,351091,TRUE,TRUE,FALSE,TRUE
span-coin.com,29,759,95,80,88,67,2.129821002,FALSE,1438180,TRUE,FALSE,TRUE,TRUE
app.uniswap.org,22,993,75,60,67,54,1.317740888,TRUE,488827,TRUE,FALSE,TRUE,TRUE
orca.so,22,1542,415,38,38,69,0.348220826,FALSE,153486,TRUE,FALSE,FALSE,TRUE
app.uniswap.org,36,1307,69,219,223,72,0.511019491,TRUE,184233,FALSE,FALSE,TRUE,TRUE
thena.fi,7,2868,327,161,126,29,2.192560317,FALSE,3013404,FALSE,FALSE,TRUE,FALSE
raydium.io,32,2465,229,182,198,70,1.043921401,TRUE,1079507,FALSE,TRUE,FALSE,TRUE
woo.org,5,4341,574,176,113,37,1.103687382,FALSE,1130797,TRUE,TRUE,FALSE,TRUE
orca.so,2,1743,427,92,65,4,0.290901367,FALSE,5683104,TRUE,TRUE,TRUE,FALSE
ww12.agkapital.com,26,1439,138,114,121,80,1.310098196,TRUE,442870,TRUE,TRUE,FALSE,TRUE
yudi.io,6,1986,258,146,131,22,0.047139906,FALSE,305672,FALSE,FALSE,FALSE,FALSE
span-coin.com,16,4318,498,45,115,1,0.15572012,TRUE,5122630,FALSE,FALSE,TRUE,FALSE
hashkey.com,16,732,79,261,139,84,2.498760714,FALSE,642453,TRUE,TRUE,FALSE,TRUE
algo-revolution.com,19,1265,213,105,82,8,0.5356106,TRUE,2271338,FALSE,FALSE,TRUE,FALSE
gate.io,24,134,23,244,220,15,0.627895158,TRUE,1238377,FALSE,FALSE,TRUE,FALSE
span-coin.com,16,814,210,49,33,50,1.60920793,TRUE,566279,FALSE,TRUE,FALSE,TRUE
orca.so,8,1872,161,187,188,58,0.33631441,FALSE,410238,TRUE,TRUE,FALSE,TRUE
camolcoin.net,2,2010,239,135,169,4,0.505668469,TRUE,4317569,TRUE,TRUE,TRUE,FALSE
gmt-crypto.com,10,1281,72,5,3,75,3.157566017,FALSE,1365419,TRUE,TRUE,FALSE,TRUE
yudi.io,22,1079,403,296,311,8,0.431191089,TRUE,1254674,TRUE,FALSE,TRUE,FALSE
veio.io,19,3967,539,95,116,12,0.224786999,TRUE,468870,TRUE,FALSE,FALSE,FALSE
ww12.agkapital.com,13,1228,398,321,242,57,1.848832615,TRUE,1371369,FALSE,FALSE,FALSE,TRUE
beta-venture.com,2,2678,210,270,296,23,0.887628543,TRUE,3194539,FALSE,TRUE,FALSE,FALSE
camolcoin.net,26,2313,302,263,282,2,0.198330638,TRUE,886473,FALSE,FALSE,TRUE,FALSE
yudi.io,27,1222,169,302,239,33,1.037579919,FALSE,1132509,FALSE,TRUE,TRUE,TRUE
span-coin.com,7,847,50,172,160,47,0.529467387,FALSE,532121,TRUE,TRUE,FALSE,TRUE
elitetrader.io,39,510,72,106,60,69,1.347892983,FALSE,28986,TRUE,FALSE,TRUE,TRUE
okx.com,27,2685,301,276,269,48,1.697834745,TRUE,416846,TRUE,FALSE,TRUE,TRUE
gmt-crypto.com,4,3178,151,198,214,69,2.616622009,FALSE,1257041,FALSE,TRUE,FALSE,TRUE
orca.so,21,1452,318,293,236,41,0.688091614,FALSE,1988934,TRUE,TRUE,TRUE,TRUE
coins.ph,8,1816,267,39,50,19,0.942760146,TRUE,3300286,TRUE,TRUE,TRUE,FALSE
camolcoin.net,23,4178,551,166,243,24,0.658039304,TRUE,1876927,FALSE,FALSE,TRUE,TRUE
algo-revolution.com,28,3923,342,21,47,6,1.02055316,TRUE,2549619,FALSE,FALSE,TRUE,FALSE
foxbtc.io,4,1427,184,177,159,47,0.902369687,FALSE,913787,FALSE,TRUE,FALSE,TRUE
zantepay.com,14,816,67,160,127,66,1.276031132,FALSE,345512,TRUE,TRUE,FALSE,TRUE
bitunix.com,8,200,30,56,36,62,2.842249178,FALSE,2940155,TRUE,TRUE,FALSE,TRUE
kraken.com,17,18,6,279,195,53,0.795720013,FALSE,574983,FALSE,TRUE,FALSE,TRUE
span-coin.com,24,2064,290,129,92,42,1.245719095,TRUE,748858,FALSE,FALSE,TRUE,TRUE
kucoin.com,36,300,11,288,341,56,0.158331633,TRUE,650498,FALSE,FALSE,FALSE,TRUE
ww12.agkapital.com,10,1172,256,60,53,66,0.730978011,TRUE,676639,TRUE,TRUE,FALSE,TRUE
htx.com,19,1906,248,183,96,31,0.248216421,FALSE,879139,TRUE,FALSE,FALSE,TRUE
zantepay.com,10,4320,588,22,38,2,0.367988866,TRUE,3827069,TRUE,TRUE,TRUE,FALSE
bitget.com,13,722,298,40,14,26,1.691032641,TRUE,1807240,TRUE,TRUE,FALSE,FALSE
okx.com,27,695,143,96,81,45,0.430909734,FALSE,604060,FALSE,FALSE,TRUE,TRUE
beta-venture.com,2,1823,220,115,138,40,1.019141753,FALSE,3203095,TRUE,TRUE,FALSE,FALSE
neofinance.io,17,799,269,13,10,67,2.404789322,FALSE,945409,TRUE,TRUE,TRUE,TRUE
zantepay.com,34,62,67,104,34,54,3.337342111,TRUE,202660,FALSE,FALSE,TRUE,TRUE
riacapital.pro,28,469,13,143,111,79,3.315248329,FALSE,353476,TRUE,TRUE,TRUE,TRUE
riacapital.pro,16,3902,527,52,86,9,0.963429365,TRUE,2889400,TRUE,FALSE,TRUE,FALSE
dibbs.co,14,1702,489,115,160,33,2.085657683,FALSE,3585186,TRUE,TRUE,FALSE,TRUE
elitetrader.io,18,146,32,23,67,7,0.094683681,TRUE,2731752,FALSE,TRUE,TRUE,FALSE
exchange.pointpay.io,5,1076,253,139,124,21,2.413317434,TRUE,2743408,FALSE,TRUE,FALSE,FALSE
foxbtc.io,5,947,49,76,91,48,1.633808327,FALSE,1464328,TRUE,TRUE,FALSE,TRUE
zantepay.com,7,1169,198,183,161,20,0.836155464,FALSE,1577923,TRUE,TRUE,FALSE,FALSE
bitvenus.com,13,541,47,151,119,32,0.907580336,FALSE,1123115,TRUE,FALSE,TRUE,TRUE
wisevests.com,1,1969,301,22,35,36,2.006772418,FALSE,1903540,TRUE,TRUE,FALSE,TRUE
ww12.agkapital.com,6,925,56,143,81,79,2.619484799,FALSE,977577,TRUE,TRUE,FALSE,TRUE
exchange.pointpay.io,28,1668,91,46,75,40,0.876703893,TRUE,569881,FALSE,TRUE,TRUE,TRUE
ethereumwhite.online,2,1732,196,106,143,4,1.434787975,TRUE,2892981,TRUE,FALSE,FALSE,FALSE
riacapital.pro,2,2770,369,130,120,7,0.880061833,TRUE,4223276,FALSE,TRUE,TRUE,FALSE
avenir-crypto.com,21,14,4,167,104,78,1.932734293,FALSE,33062,FALSE,FALSE,FALSE,TRUE
hashkey.com,50,2019,238,179,254,31,2.326156984,TRUE,935577,TRUE,FALSE,TRUE,TRUE
smartweb.network,7,425,126,217,168,32,1.596110554,FALSE,1818203,FALSE,TRUE,FALSE,FALSE
raydium.io,2,324,78,148,132,56,0.127944099,FALSE,757371,FALSE,FALSE,FALSE,TRUE
raydium.io,17,3035,371,164,174,72,1.361385053,FALSE,820934,FALSE,FALSE,TRUE,TRUE
getbitmoney.us,9,83,18,69,49,67,0.536172272,FALSE,434912,FALSE,TRUE,FALSE,TRUE
elitetrader.io,7,365,91,98,145,44,0.977852634,TRUE,2975650,TRUE,TRUE,FALSE,TRUE
bitblender.me,1,1404,61,168,98,52,1.450303787,FALSE,1401740,TRUE,TRUE,FALSE,TRUE
ethereumwhite.online,4,1914,375,27,6,21,1.664487338,TRUE,1999632,FALSE,TRUE,FALSE,FALSE
ethereumwhite.online,9,1081,144,7,4,57,2.850335453,FALSE,1208825,FALSE,FALSE,FALSE,TRUE
htx.com,8,1702,129,28,49,38,0.324704252,FALSE,1332014,FALSE,TRUE,FALSE,FALSE
dibbs.co,14,84,5,208,258,28,0.461394963,FALSE,1530821,FALSE,FALSE,TRUE,FALSE
app.uniswap.org,4,1239,210,4,2,19,0.891228433,TRUE,1544183,TRUE,TRUE,FALSE,FALSE
elitetrader.io,1,3858,524,168,91,32,1.69577821,FALSE,2859346,TRUE,TRUE,FALSE,FALSE
algo-revolution.com,7,553,73,19,28,52,1.884328803,FALSE,661823,TRUE,TRUE,TRUE,TRUE
raydium.io,10,280,75,146,67,57,2.076816225,FALSE,1367288,TRUE,TRUE,FALSE,TRUE
yudi.io,8,312,7,93,78,85,3.480361651,FALSE,110226,FALSE,TRUE,FALSE,TRUE
latoken.com,18,1850,92,151,120,77,3.708752121,FALSE,189480,FALSE,FALSE,FALSE,TRUE
kucoin.com,5,2132,100,140,155,65,2.394274064,FALSE,1933192,TRUE,TRUE,FALSE,TRUE
bank-of-crypto.com,8,1171,187,144,136,62,1.054387053,FALSE,659559,TRUE,TRUE,FALSE,TRUE
bybit.com,22,2217,186,192,190,74,2.849170673,TRUE,1026049,TRUE,TRUE,FALSE,TRUE
getbitmoney.us,8,1120,127,114,88,57,2.632146175,TRUE,1863338,FALSE,TRUE,FALSE,TRUE
raydium.io,20,595,34,108,122,63,2.48912661,FALSE,2195644,TRUE,TRUE,FALSE,TRUE
bitstamp.net,15,1897,190,111,82,39,4.206609693,TRUE,1532535,FALSE,TRUE,TRUE,TRUE
algo-revolution.com,3,3008,320,105,92,53,2.677263702,FALSE,3006213,FALSE,TRUE,FALSE,TRUE
orca.so,40,3657,493,3,19,42,0.251195323,TRUE,256269,TRUE,FALSE,FALSE,TRUE
binance.com,3,1436,61,126,88,51,1.990497172,FALSE,545413,TRUE,TRUE,FALSE,TRUE
kucoin.com,15,3721,363,261,247,60,1.799475826,FALSE,938561,TRUE,FALSE,TRUE,TRUE
thena.fi,13,1982,184,273,242,32,0.91256796,TRUE,2609395,TRUE,TRUE,FALSE,TRUE
elitetrader.io,1,3558,522,66,65,49,0.546976927,FALSE,1516837,TRUE,TRUE,FALSE,TRUE
camolcoin.net,6,6,2,154,200,57,1.085410972,FALSE,1391837,TRUE,TRUE,FALSE,TRUE
raydium.io,2,1632,165,79,53,68,3.878582088,FALSE,3342097,TRUE,TRUE,FALSE,TRUE
365globalmarket.com,22,2466,655,45,50,27,0.00995331,TRUE,223338,TRUE,FALSE,FALSE,FALSE
